id,Район,Наименование организации,Сокращенное наименование,Адрес,Руководитель,Телефон,Факс,Электронная почта,Муниципальное образование,ИНН,ОГРН,latitude,longitude
148,Фрунзенский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 325 Фрунзенского района Санкт-Петербурга,ГБОУ СОШ №325 Фрунзенского района Санкт-Петербурга,"Санкт-Петербург, переулок Альпийский, дом 5, корпус 2, литер А",Рогозина Ольга Борисовна,8(812) 773-43-32,8(812) 361-39-73,info.sch325@obr.gov.spb.ru,Георгиевский,7816164479,1027807992981,30.371806,59.850147
149,Фрунзенский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №359 Фрунзенского района Санкт-Петербурга,ГБОУ СОШ №359 Фрунзенского района Санкт-Петербурга,"Санкт-Петербург, Расстанная улица, дом 20,  литер А",Павлиди Петр Сергеевич,8(812) 417-56-40,8(812) 417-56-40,info.sch359@obr.gov.spb.ru,Волковское,7816165183,1037835013853,30.352331,59.906639
150,Фрунзенский,"Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №359 Фрунзенского района Санкт-Петербурга (Лиговский пр. д. 241, литер А)",ГБОУ СОШ №359 Фрунзенского района Санкт-Петербурга,"Санкт-Петербург, Лиговский пр. дом 241, литер А",Павлиди Петр Сергеевич,8(812) 417-56-41,8(812) 417-56-41,info.sch359@obr.gov.spb.ru,Волковское,7816165183,1037835013853,30.344551,59.908881
151,Фрунзенский,"Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №359 Фрунзенского района Санкт-Петербурга (Тамбовская ул., д. 80, литер А)",ГБОУ СОШ №359 Фрунзенского района Санкт-Петербурга,"Санкт-Петербург, Тамбовская улица, дом 80, литер А",Павлиди Петр Сергеевич,8(812) 417-56-40,8(812) 417-56-40,info.sch359@obr.gov.spb.ru,Волковское,7816165183,1037835013853,30.351091,59.907325
152,Фрунзенский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 360 Фрунзенского района Санкт-Петербурга,ГБОУ СОШ №360 Фрунзенского района Санкт-Петербурга,"г.Санкт-Петербург, Бухарестская улица, дом 5, литера А",Другова Марина Александровна,8(812) 417-56-08,8(812) 417-56-05,info.sch360@obr.gov.spb.ru,Волковское,7816164486,1027807992200,30.359697,59.889629
153,Фрунзенский,Государственное бюджетное общеобразовательное учреждение гимназия № 363 Фрунзенского района Санкт-Петербурга,ГБОУ Гимназия №363 Фрунзенского района  Санкт-Петербурга,"Санкт-Петербург, улица Димитрова, дом 15, корпус 3, литер А",Акатова Ирина Борисовна,8(812) 772-62-74,8 (812) 772-63-82,info.sch363@obr.gov.spb.ru,Георгиевский,7816167776,1027807997562,30.393267,59.846974
154,Фрунзенский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 364 Фрунзенского района Санкт-Петербурга,ГБОУ СОШ №364 Фрунзенского района Санкт-Петербурга,"Санкт-петербург, улица Димитрова, дом 9, корпус 3, литер А",Круглова Ольга Александровна,8(812) 772-13-37,8(812) 361-97-24,info.sch364@obr.gov.spb.ru,Георгиевский,7816164493,1027807992783,30.385281,59.844985
155,Фрунзенский,"Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 365 Фрунзенского района Санкт-Петербурга (ул. Будапештская, д. 93, литер А)",ГБОУ СОШ №365 Фрунзенского района Санкт-Петербурга,"Санкт-Петербург, улица Будапештская, дом 93, литер А",Лысенкова Елена Евгеньевна,8(812) 417-20-65,8(812) 417-20-65,info.sch365@obr.gov.spb.ru,Балканский,7816164503,1027807992827,30.402600,59.831367
156,Фрунзенский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 365 Фрунзенского района Санкт-Петербурга,ГБОУ СОШ №365 Фрунзенского района Санкт-Петербурга,"Санкт-Петербург, улица Будапештская, дом 89,корпус 2, литер А",Лысенкова Елена Евгеньевна,8(812) 366-30-35,8(812) 366-30-35,info.sch365@obr.gov.spb.ru,Балканский,7816164503,1027807992827,30.400723,59.832371
157,Фрунзенский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 367 Фрунзенского района Санкт-Петербурга,ГБОУ СОШ №367 Фрунзенского района Санкт-Петербурга,"Санкт-Петербург, проспект Дунайский, дом 43, корпус 2, литер А",Соколова Ирина Геннадьевна,8(812) 778-82-42,8(812) 778-82-48,info.sch367@obr.gov.spb.ru,Балканский,7816164510,1037835054575,30.401981,59.838372
158,Фрунзенский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 368 с углубленным изучением английского языка Фрунзенского района Санкт-Петербурга,ГБОУ СОШ №368 с углублённым изучением английского языка Фрунзенского района Санкт-Петербурга,"Санкт-Петербург, улица Ярослава Гашека, дом 28, литера А",Соколова Светлана Николаевна,8(812) 778-72-05,8(812) 778-53-47,info.sch368@obr.gov.spb.ru,75,7816164528,1037835024589,30.419390,59.840903
159,Фрунзенский,Государственное бюджетное общеобразовательное учреждение гимназия № 441 Фрунзенского района Санкт-Петербурга,ГБОУ Гимназия №441 Фрунзенского района  Санкт-Петербурга,"Санкт-Петербург, улица Олеко Дундича, дом 37, корпус 2, литер А",Кулагина Нина Ивановна,8 (812) 778-68-89,8 (812) 706-55-24,info.sch441@obr.gov.spb.ru,75,7816166564,1037835020156,30.427053,59.832611
160,Фрунзенский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 443 Фрунзенского района Санкт-Петербурга,ГБОУ СОШ №443 Фрунзенского района Санкт-Петербурга,"Санкт-Петербург, улица Купчинская, дом 11, корпус 4",Махаева Елена Павлона,8(812) 772-29-76,8 (931) 967-67-07,info.sch443@obr.gov.spb.ru,Георгиевский,7816166300,1027807992190,30.379172,59.841283
161,Фрунзенский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 444 Фрунзенского района Санкт-Петербурга,ГБОУ СОШ №444 Фрунзенского района Санкт-Петербурга,"Санкт-Петербург, улица Купчинская, дом 15, корпус 3, литер А",Андреев Андрей Геннадьевич,8(812) 772-71-04,8(812) 772-11-33,info.sch444@obr.gov.spb.ru,Георгиевский,7816164535,1027807991452,30.381517,59.838046
162,Фрунзенский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 448 Фрунзенского района Санкт-Петербурга,ГБОУ СОШ №448 Фрунзенского района Санкт-Петербурга,"Санкт-Петербург, улица Малая Бухарестская, дом 7, корпус 1",Бельтюкова Елена Михайловна,8(812) 772-29-19,8(812) 417-34-28,info.sch448@obr.gov.spb.ru,75,7816166557,1027807991584,30.412653,59.847819
163,Фрунзенский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 553 с углублённым изучением английского языка Фрунзенского района Санкт-Петербурга,ГБОУ СОШ №553 с углублённым изучением английского языка Фрунзенского района Санкт-Петербурга,"Санкт-Петербург, улица Ярослава Гашека, дом 4, корпус 4, литер А",Судаков Анатолий Александрович,8(812) 778-20-31,8(812) 778-21-31,info.sch553@obr.gov.spb.ru,Балканский,7816167751,1027807992728,30.386512,59.833366
164,Фрунзенский,Государственное бюджетное общеобразовательное учреждение Гимназия № 587 Фрунзенского района Санкт-Петербурга,ГБОУ Гимназия №587 Фрунзенского района Санкт-Петербурга,"Санкт-Петербург, улица Будапештская, дом 79, лит. А,  корпус 2",Кузнецова Светлана Евгеньевна,8 (812) 701-48-47,8 (812) 701-48-47,Info.sch587@obr.gov.spb.ru,Георгиевский,7816157224,1027807979693,30.393393,59.840193
165,Фрунзенский,"Государственное бюджетное общеобразовательное учреждение Гимназия № 587 Фрунзенского района Санкт-Петербурга (ул. Пловдивская, д. 14, лит. А)",ГБОУ Гимназия №587 Фрунзенского района  Санкт-Петербурга,"Санкт-Петербурга, улица Пловдивская, дом 14, лит. А",Кузнецова Светлана Евгеньевна,8 (812) 701-76-53,8 (812) 701-76-53,info.sch587@obr.gov.spb.ru,Георгиевский,7816157224,1027807979693,30.396842,59.843941
166,Фрунзенский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 603 Фрунзенского района Санкт-Петербурга,ГБОУ СОШ №603 Фрунзенского района Санкт-Петербурга,"Санкт-Петербург, улица Малая Балканская, дом 60, корпус 3, литер А",Саблина Анна Алексеевна,8(812) 778-01-65,8(812) 778-44-26,info.sch603@obr.gov.spb.ru,75,7816164567,1037835045258,30.428759,59.831236
167,Фрунзенский,Государственное бюджетное общеобразовательное учреждение школа-интернат  № 37 Фрунзенского района Санкт-Петербурга,ГБОУ школа-интернат №37 Фрунзенского района Санкт-Петербурга,"Санкт-Петербург, улица Турку, дом 16, литер А",Орлова Ольга Анатольевна,8(812) 417-60-58,8(812) 417-60-58,info.sch37@obr.gov.spb.ru,72,7816157231,1027807997722,30.392773,59.868726
168,Фрунзенский,Государственное бюджетное общеобразовательное учреждение школа № 153 Фрунзенского района Санкт-Петербурга,ГБОУ школа №153 Фрунзенского района Санкт-Петербурга,"Санкт-Петербург, проспект Лиговский, дом 153, литера А",Русакова Светлана Дмитриевна,8(812) 766-55-01,8(812) 766-22-10,info.sch153@obr.gov.spb.ru,Волковское,7816164461,1027807992761,30.349142,59.914615
169,Фрунзенский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 492 Фрунзенского района Санкт-Петербурга,ГБОУ школа № 492 Фрунзенского района Санкт-Петербурга,"Санкт-Петербург , улица Димитрова ул, дом 39, корпус 4, строение 1",Воронова Алла Владимировна,8(812) 246-29-61,8(812) 246-29-61,info.sch492@obr.gov.spb.ru,75,7816677880,1187847210935,30.416982,59.849894
170,Колпинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа 258 с углубленным изучением физики и химии Колпинского района Санкт-Петербурга,ГБОУ школа 258 Санкт-Петербурга,"196650, Санкт-Петербург, город Колпино, Павловская улица, дом 80, литера А",Некрасова Светлана Борисовна,4173430,4173432,School258@spb.edu.ru,ВМО Колпино,7817027098,1027808757899,30.569112,59.746075
171,Колпинский,Государственное бюджетное общеобразовательное учреждение лицей 273 имени Л.Ю.Гладышевой Колпинского района Санкт-Петербурга,ГБОУ лицей 273 Санкт-Петербурга,"196641, Санкт-Петербург, посёлок Металлострой, Плановая улица, дом 14, литера А",Сарксян Татьяна Геннадьевна,4172664,4172664,Liceum273@spb.edu.ru,ВМО Металлострой,7817027267,1027808757613,30.582677,59.806975
172,Колпинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа 400 имени Александра Невского Колпинского района Санкт-Петербурга,ГБОУ школа 400 имени Александра Невского Санкт-Петербурга,"196641, Санкт-Петербург, посёлок Понтонный, Волховстроевская улица, дом 14, литера А",Исполняющий обязанности директора Грендий Алла Ильинична,4622117,462217,School400@spb.edu.ru,ВМО Понтонный,7817034955,1027808757602,30.620110,59.784716
173,Колпинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа 401 Колпинского района Санкт-Петербурга,ГБОУ школа 401 Санкт-Петербурга,"196655, Санкт-Петербург, город Колпино, улица бульвар Трудящихся, дом 10, литера А",Исполняющий обязанности директора Левшин Константин Викторович,4810822,4810822,School401@spb.edu.ru,ВМО Колпино,7817026707,1027808757371,30.573694,59.738978
174,Колпинский,Государственное бюджетное общеобразовательное учреждение гимназия 402 Колпинского района Санкт-Петербурга,ГБОУ гимназия 402 Санкт-Петербурга,"196655, Санкт-Петербург, город Колпино, Тверская улица, дом 18",Довга Галина Вячеславовна,4694259,4694259,Gymn402@spb.edu.ru,ВМО Колпино,7817033567,1027808758603,30.612150,59.744583
175,Колпинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа 404 Колпинского района Санкт-Петербурга,ГБОУ школа 404 Санкт-Петербурга,"196657, Санкт-Петербург, город Колпино, Раумская улица, дом 9, литера А",Оводова Елена Геннадьевна,5739397,5739397,School404@mail.ru,ВМО Колпино,7817026640,1027808758372,30.585695,59.737115
176,Колпинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа 420 Колпинского района Санкт-Петербурга,ГБОУ школа 420 Санкт-Петербурга,"196653, Санкт-Петербург, город Колпино, улица Вавилова, дом 9, литера А",Стуканов Игорь Александрович,4694072,4694072,School420@spb.edu.ru,ВМО Колпино,7817026993,1027808757393,30.586791,59.743028
177,Колпинский,Государственное бюджетное общеобразовательное учреждение школа 432 Колпинского района Санкт-Петербурга,ГБОУ школа 432 Колпинского района Санкт-Петербурга,"196650, Санкт-Петербург, город Колпино, Павловская улица, дом 21",Александрова Елена Анатольевна,5739751,5739752,School432_spb@mail.ru,ВМО Колпино,7817033743,1027808757932,30.581895,59.748350
178,Колпинский,Государственное бюджетное общеобразовательное учреждение гимназия 446 Колпинского района Санкт-Петербурга,ГБОУ гимназия 446 Санкт-Петербурга,"196657, Санкт-Петербург, город Колпино, улица Заводской проспект, дом 18, корпус 2, литера А",Лев Игорь Альбертович,5739640,5739640,Gym446@spb.edu.ru,ВМО Колпино,7817033510,1027808757250,30.565618,59.734811
179,Колпинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа 451 Колпинского района Санкт-Петербурга,ГБОУ школа 451 Санкт-Петербурга,"196641, Санкт-Петербург, посёлок Металлострой, Пушкинская улица, дом 8а, литера А",Ильина Мария Сергеевна,5739713,5739713,School451@spb.edu.ru,ВМО Металлострой,7817026658,1027808757866,30.576766,59.807147
180,Колпинский,Государственное бюджетное общеобразовательное учреждение основная общеобразовательная школа 452 Колпинского района Санкт-Петербурга,ГБОУ школа 452 Санкт-Петербурга,"196652, Санкт-Петербург, город Колпино, Загородная улица, дом 41, литера А",Исполняющий обязанности директора Коваленко Анна Станиславовна,4172700,4172700,School452@spb.edu.ru,ВМО Колпино,7817027274,1027808757778,30.595127,59.773098
181,Колпинский,Государственное бюджетное общеобразовательное учреждение начальная общеобразовательная школа 453 Колпинского района Санкт-Петербурга,ГБОУ НОШ 453 Санкт-Петербурга,"196641, Санкт-Петербург, посёлок Металлострой, Школьная улица, дом 8, литера А",Андреева Светлана Леонидовна,4646575,4646575,School453@gmail.com,ВМО Металлострой,7817041021,1027808757646,30.568510,59.809107
182,Колпинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа 454 Колпинского района Санкт-Петербурга,ГБОУ школа 454 Санкт-Петербурга,"196657, Санкт-Петербург, город Колпино, улица Заводской проспект, дом 50, литера А",Александрова Наталия Владимировна,4815542,4815542,School454@spb.edu.ru,ВМО Колпино,7817026665,1027808758647,30.583907,59.731504
183,Колпинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа 455 с углублённым изучением английского языка Колпинского района Санкт-Петербурга,ГБОУ школа 455 Санкт-Петербурга,"196655, Санкт-Петербург, город Колпино, Тверская улица, дом 13, литера А",Зимина Любовь Викторовна,4692774,4692774,School455_spb@mail.ru,ВМО Колпино,7817026680,1027808757877,30.607722,59.744166
184,Колпинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа 456 Колпинского района Санкт-Петербурга,ГБОУ школа 456 Санкт-Петербурга,"196655, Санкт-Петербург, город Колпино, Октябрьская улица, дом 71, корпус 2, литера А",Рубинина Светлана Леонидовна,4175462,4175462,School456@spb.edu.ru,ВМО Колпино,7817026697,1027808758196,30.616921,59.739006
185,Колпинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа 461 Колпинского района Санкт-Петербурга,ГБОУ школа 461 Санкт-Петербурга,"196657, Санкт-Петербург, город Колпино, улица Машиностроителей, дом 7, литера А",Зырянова Татьяна Николаевна,4173033,4173033,School461@spb.edu.ru,ВМО Колпино,7817027002,1027808758669,30.572822,59.734217
186,Колпинский,Государственное бюджетное общеобразовательное учреждение основная общеобразовательная школа 465 Колпинского района Санкт-Петербурга,ГБОУ школа 465 Санкт-Петербурга,"196642, Санкт-Петербург, поселок Петро-Славянка, улица Коммунаров, дом 2, литер Б",Исполняющий обязанности директора Михайлова Валерия Вячеславовна,4621314,4621314,Shkola465@mail.ru,ВМО Петро-Славянка,7817026619,1027808757239,30.512869,59.803264
187,Колпинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа 467 Колпинского района Санкт-Петербурга,ГБОУ школа 467 Санкт-Петербурга,"196655, Санкт-Петербург, город Колпино, бульвар Трудящихся, дом 9, литера А",Домничева Ирина Владимировна,4173030,4173030,School467@spb.edu.ru,ВМО Колпино,7817027010,1027808757492,30.565510,59.738806
188,Колпинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа 476 Колпинского района Санкт-Петербурга,ГБОУ школа 476 Санкт-Петербурга,"196650, Санкт-Петербург, город Колпино, улица Танкистов, дом 26, литера А",Щербинин Игорь Николаевич,4617019,4617019,School476@mail.ru,ВМО Колпино,7817027027,1027808758383,30.565609,59.745227
189,Колпинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа 520 Колпинского района Санкт-Петербурга,ГБОУ школа 520 Санкт-Петербурга,"196643, Санкт-Петербург, посёлок Понтонный, Южная улица, дом 31, литера А",Зубко Ирина Геннадьевна,4626107,4626107,School520@spb.edu.ru,ВМО Понтоный,7817027041,1027808757833,30.641660,59.782800
190,Колпинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа 523 Колпинского района Санкт-Петербурга,ГБОУ школа 523 Санкт-Петербурга,"196650, Санкт-Петербург, город Колпино, улица проспект Ленина, дом 31, литера А",Авдиенко Валентина Ивановна,4173246,4173246,School523@spb.edu.ru,ВМО Колпино,7817027108,1027808757701,30.576227,59.751637
191,Колпинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа 588 Колпинского района Санкт-Петербурга,ГБОУ школа 588 Санкт-Петербурга,"196655, Санкт-Петербург, город Колпино, Тверская улица, дом 54, корпус 2, литера А",Куприна Марина Александровна,4632430,4632430,School588@spb.edu.ru,ВМО Колпино,7817027281,1027808758262,30.616310,59.737963
192,Колпинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа 589 Колпинского района Санкт-Петербурга,ГБОУ школа 589 Санкт-Петербурга,"196655, Санкт-Петербург, город Колпино, Тверская улица, дом 62, литера А",Исполняющий обязанности директора Пасынок Владимир Евгеньевич,4638612,4638612,School589@gmail.com,ВМО Колпино,7817026979,1027808758229,30.613633,59.732915
193,Колпинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа 621 Колпинского района Санкт-Петербурга,ГБОУ школа 621 Санкт-Петербурга,"196641, Санкт-Петербург, посёлок Металлострой, Полевая улица, дом 10, литера А",Орлова Елена Алексеевна,5739637,5739637,Sekret621@mail.ru,ВМО Металлострой,7817026961,1027808757844,30.563722,59.813134
194,Колпинский,Государственное бюджетное общеобразовательное учреждение центр образования 170 Колпинского района Санкт-Петербурга,ГБОУ Ц О 170,"196653, Санкт-Петербург, город Колпино, проспект Ленина, дом 5, литера А",Куташова Татьяна Аркадьевна,4173235,4173235,School170@spb.edu.ru,ВМО Колпино,7817027080,1027808758130,30.592693,59.749697
195,Колпинский,"Государственное бюджетное учреждение дополнительного образования Центр психолого-педагогической, медицинской и социальной помощи Колпинского района Санкт-Петербурга",ГБУДО ЦППМС Колпинского района СПб,"196653, Санкт-Петербург, город Колпино, улица Веры Слуцкой, дом 32, корпус 2",Гюнинен Оксана Владимировна,2412971,2412971,Kolpino_center@mail.ru,ВМО Колпино,7817034200,1027808757910,30.584231,59.744302
196,Колпинский,Государственное бюджетное общеобразовательное учреждение школа-интернат 10 Колпинского района Санкт-Петербурга,ГБОУ школа-интернат 10 Колпинского района Санкт-Петербурга,"196641, Санкт-Петербург, посёлок Понтонный, Южная улица, дом 29, литера А",Кутузова Екатерина Борисовна,4175250,4175250,Scint10t@list.ru,ВМО Колпино,7817033454,1027808757855,30.641579,59.781990
197,Колпинский,Государственное бюджетное учреждение дополнительного образования Центр детского (юношеского) технического творчества Колпинского района Санкт-Петербурга,ГБУ ЦДЮТТ Колпинского района Санкт-Петербурга,"196655, Санкт-Петербург, город Колпино, Тверская улица, дом 23",Светашова Наталья Александровна,4696897,4827235,Cdtt-kolp@spb.edu.ru,ВМО Колпино,7817324157,1117847435111,30.609411,59.740348
198,Колпинский,Государственное бюджетное образовательное учреждение дополнительного образования Дворец творчества детей и молодёжи Колпинского района Санкт-Петербурга,ГБУДОД ДТДиМ Колпинского района СПб,"196653, Санкт-Петербург, город Колпино, Стахановская улица, дом 14, литер А",Самсонова Надежда Евгеньевна,4173422,4173422,Dtdm@spb.edu.ru,ВМО Колпино,7817033937,1027808758691,30.590097,59.743853
199,Колпинский,Государственное бюджетное образовательное учреждение дополнительного педагогического профессионального образования центр повышения квалификации специалистов «Информационно-методический центр» Колпинского района Санкт-Петербурга,ИМЦ Колпинского района Санкт-Петербурга,"196653, Санкт-Петербург, город Колпино, улица Братьев Радченко, дом 12, литер А, помещение Н-2",Исполняющий обязанности директора Абазовик Екатерина Викторовна,241-29-34,241-29-34,Metod@spb.edu.ru,ВМО Колпино,7817027524,1027808761804,30.580943,59.748632
200,Центральный,Государственное бюджетное общеобразовательное учреждение школа №5 Центрального района Санкт-Петербурга,ГБОУ школа № 5 Центрального района Санкт-Петербурга,"191144, Санкт-Петербург, ул. Моисеенко, д. 19, лит. А",Волошенюк Татьяна Петровна,271 35 11,,Sch5@center-edu.spb.ru,80,7825427879,1027809226312,30.382586,59.937323
201,Центральный,Государственное бюджетное общеобразовательное учреждение школа №18 Центрального района Санкт-Петербурга,ГБОУ школа № 18 Центрального района Санкт-Петербурга,"193015, Санкт-Петербург, ул. Кавалергардская, д. 9-11-13, лит.  А",Тихомирова Алена Владимировна,275 62 67,,Sch18@center-edu.spb.ru,80,7825425864,1027809248807,30.382586,59.937323
202,Центральный,Государственное бюджетное общеобразовательное учреждение Центр образования № 80 Центрального района Санкт-Петербурга «Рождественская школа»,ГБОУ Центр образования № 80 «Рождесвенская школа»,"191144, Санкт-Петербург, ул. 8-я Советская, д. 62, лит. А",И.о. Богданова Мария Анатольевна,271 07 81,,Sch80@center-edu.spb.ru,80,7842006091,1047844001446,30.383385,59.933244
203,Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 153 Центрального района Санкт-Петербурга имени Героя Российской Федерации В.В. Таташвили,ГБОУ СОШ № 153 Центрального района СПб,"191036, Санкт-Петербург, ул. Гончарная, д. 15, лит. А",Сидорова Лия Геннадьевна,717 18 42,,Sch153@center-edu.spb.ru,81,7825432029,1027809254593,30.366398,59.928929
204,Центральный,Государственное бюджетное общеобразовательное учреждение гимназия № 155 Центрального района Санкт-Петербурга,ГБОУ гимназия №155,"191036, Санкт-Петербург, Греческий пр., д. 21, лит. А, Б, Г",Шуйская Ольга Евгеньевна,417 32 40,,Sch155@center-edu.spb.ru,80,7825422408,1027809217480,30.368743,59.936778
205,Центральный,Государственное бюджетное общеобразовательное учреждение гимназия № 157 Санкт-Петербурга имени принцессы Е.М.Ольденбургской,ГБОУ гимназия №157 Санкт-Петербурга,"191124, Санкт-Петербург, ул. Лафонская, д.1, лит. А, Б",Сидоров Евгений Петрович,271 13 29,,Sch157@center-edu.spb.ru,80,7825663139,1027809238467,30.390824,59.945004
206,Центральный,Государственное бюджетное общеобразовательное учреждение гимназия № 166 Центрального района Санкт-Петербурга,ГБОУ гимназия № 166 Центрального района Санкт-Петербурга,"191036, Санкт-Петербург, Прудковский пер., д.1/8",Карачевцев Игорь Альбертович,579 18 74,,Sch166@center-edu.spb.ru,80,7825427131,1037843033030,30.366632,59.936417
207,Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 167 Центрального района Санкт-Петербурга,ГБОУ школа № 167 Центрального района Санкт-Петербурга,"191024, Санкт-Петербург, ул. Херсонская, д.9/11, лит. А.",Бегельдиева Светлана Магометовна,274 06 47,,Sch167@center-edu.spb.ru,80,7825424797,1027809226653,30.377555,59.929335
208,Центральный,Государственное бюджетное общеобразовательное учреждение гимназия № 168 Центрального района Санкт-Петербурга,ГБОУ гимназия № 168 Центрального района Санкт-Петербурга,"193167, Санкт-Петербург, Невский пр., д. 169",И.о.Судакова-Голлербах Татьяна Николаевна,271 75 41,,Sch168@center-edu.spb.ru,81,7825468762,1037843004891,30.382056,59.924280
209,Центральный,"Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 169 с углубленным изучением отдельных предметов, предметных областей Центрального района Санкт-Петербурга имени Героя Российской Федерации А.В.Воскресенского",ГБОУ школа № 169 с углубленным изучением английского языка Центрального района Санкт-Петербурга,"191024, Санкт-Петербург, ул. Харьковская, д. 13, лит. А.",Калашникова Маргарита Анатольевна,417 32 50,,Sch169@center-edu.spb.ru,81,7825441231,1027809243571,30.369381,59.926539
210,Центральный,Государственное бюджетное общеобразовательное учреждение гимназия №171 Центрального района Санкт-Петербурга,ГБОУ гимназия № 171 Центрального района Санкт-Петербурга,"191014, Санкт-Петербург, ул. Маяковского, д. 9/16, лит. А",Андрианова Дарья Дмитриевна,417 56 32,,Sch171@center-edu.spb.ru,79,7825128389,1027809204169,30.355439,59.936350
211,Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 174 Центрального района Санкт-Петербурга имени И.К. Белецкого,ГБОУ школа № 174,"191015, Санкт-Петербург, Дегтярный пер., д. 24, лит. А",Финагина Ольга Валерьевна,573 97 93,,Sch174@center-edu.spb.ru,80,7825439916,1037843012866,30.381265,59.939839
212,Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 178 Центрального района Санкт-Петербурга,ГБОУ школа № 178,"191144, Санкт-Петербург, ул. 9-я Советская, д. 31, лит. А.",Митрофанова Светлана Владиславовна,271 71 11,,Sch178@center-edu.spb.ru,80,7825425350,1037843005881,30.378121,59.936088
213,Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 181 Центрального района Санкт-Петербурга,ГБОУ школа № 181 Центрального района СПб,"191028, Санкт-Петербург, Соляной пер., д. 12, лит. А.",Воронова Зинаида Павловна,273 15 62,,Sch181@center-edu.spb.ru,79,7825125204,1037843011205,30.341776,59.943796
214,Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 185 с углубленным изучением английского языка Центрального района Санкт-Петербурга,ГБОУ СОШ № 185 с углубленным изучением английского языка Центрального района Санкт-Петербурга,"191123, Санкт-Петербург, ул. Шпалерная, д. 33, лит. А",Гурьянова Юлия Викторовна,272 13 29,,Sch185@center-edu.spb.ru,79,7825128734,1027809246046,30.356391,59.948843
215,Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 189 Центрального района Санкт-Петербурга имени Героя Советского Союза А.И.Маринеско,ГБОУ школа № 189 Центрального района Санкт-Петербурга,"191028, Санкт-Петербург, улица Пестеля, дом 16б, литера Б",Герасименко Анна Сергеевна,272 47 13,,Sch189@center-edu.spb.ru,79,7825014590,1037843029025,30.349950,59.943097
216,Центральный,Государственное бюджетное общеобразовательное учреждение гимназия № 190 Центрального района Санкт-Петербурга,ГБОУ гимназия № 190 Центрального района Санкт-Петербурга,"191028, Санкт-Петербург, наб. р. Фонтанки, д. 22, лит. А.",Лысакова Ирина Васильевна,273 34 28,,Sch190@center-edu.spb.ru,79,7825129801,1027809252130,30.341569,59.940316
217,Центральный,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 193 Центрального района Санкт-Петербурга,ГБОУ СОШ № 193 Центрального района СПб,"191123, Санкт-Петербург, Гродненский пер., д. 8-10, лит. А.",Хохлова Елена Евгеньевна,417 53 91,,Sch193@center-edu.spb.ru,79,7825127850,1037843019169,30.359850,59.941853
